Geneid,Genesymbol,Genebiotype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000205609,EIF3CL,protein_coding,14,11,9,19,20,22,1,0
ENSG00000205629,LCMT1,protein_coding,537,700,627,784,333,111,123,379
ENSG00000205639,MFSD2B,protein_coding,5,12,6,9,90,40,26,104
ENSG00000205642,VCX3B,protein_coding,3,6,2,10,0,0,0,0
ENSG00000205643,CDPF1,protein_coding,269,281,309,517,74,42,73,176
ENSG00000205649,HTN3,protein_coding,0,0,0,0,0,0,0,0
ENSG00000205659,LIN52,protein_coding,679,810,869,983,158,62,92,231
ENSG00000205667,ARSH,protein_coding,0,0,17,7,0,0,0,0
ENSG00000205669,ACOT6,protein_coding,0,0,0,0,4,2,0,0
ENSG00000205670,SMIM11A,protein_coding,5,4,60,1,0,0,0,0
ENSG00000205678,TECRL,protein_coding,0,0,0,0,0,0,0,0
ENSG00000205683,DPF3,protein_coding,20,15,38,40,646,173,267,728
ENSG00000205693,MANSC4,protein_coding,3,6,5,1,76,12,11,43
ENSG00000205704,LINC00634,protein_coding,24,32,31,56,2,0,3,5
ENSG00000205707,ETFRF1,protein_coding,2001,2264,3588,4239,285,116,122,415
ENSG00000205710,C17orf107,protein_coding,29,44,29,37,6,2,2,4
ENSG00000205718,MBD3L4,protein_coding,0,0,0,0,0,0,0,0
ENSG00000205726,ITSN1,protein_coding,1957,2299,2426,2483,786,285,256,767
ENSG00000205730,ITPRIPL2,protein_coding,2,1,0,3,638,215,221,656
ENSG00000205744,DENND1C,protein_coding,825,927,938,1151,5,1,3,5
ENSG00000205755,CRLF2,protein_coding,0,0,1,0,2,4,4,5
ENSG00000205755,CRLF2,protein_coding,0,0,1,0,2,4,4,5
ENSG00000205758,CRYZL1,protein_coding,710,753,874,1091,438,149,181,438
ENSG00000205765,C5orf51,protein_coding,2359,2861,2265,2464,1666,638,797,2063
ENSG00000205777,GAGE1,protein_coding,350,435,301,337,0,0,0,0
ENSG00000205784,ARRDC5,protein_coding,3,3,2,0,0,0,1,0
ENSG00000205795,CYS1,protein_coding,0,1,1,3,10,5,2,3
ENSG00000205808,PLPP6,protein_coding,4276,4954,6548,7770,184,86,90,275
ENSG00000205809,KLRC2,protein_coding,0,0,0,0,3,0,1,1
ENSG00000205810,KLRC3,protein_coding,0,0,2,1,0,0,0,0
ENSG00000205832,C16orf96,protein_coding,31,35,66,68,1,0,4,1
ENSG00000205835,GMNC,protein_coding,26,44,41,23,11,3,2,8
ENSG00000205838,TTC23L,protein_coding,76,73,81,89,12,9,2,14
ENSG00000205846,CLEC6A,protein_coding,0,0,0,0,0,0,0,0
ENSG00000205856,C22orf42,protein_coding,7,8,5,6,0,0,0,1
ENSG00000205857,NANOGNB,protein_coding,0,0,0,0,0,0,0,0
ENSG00000205858,LRRC72,protein_coding,0,0,0,0,0,0,0,0
ENSG00000205863,C1QTNF9B,protein_coding,5,13,10,7,0,0,0,1
ENSG00000205864,KRTAP5-6,protein_coding,0,0,1,0,0,0,0,0
ENSG00000205867,KRTAP5-2,protein_coding,1,0,0,1,0,0,0,0
ENSG00000205869,KRTAP5-1,protein_coding,197,201,273,345,1,0,0,8
ENSG00000205882,DEFB134,protein_coding,0,0,0,0,0,0,0,0
ENSG00000205883,DEFB135,protein_coding,0,0,0,0,0,0,0,0
ENSG00000205884,DEFB136,protein_coding,0,0,0,0,0,0,0,0
ENSG00000205899,BHLHA9,protein_coding,0,0,0,0,0,0,0,0
ENSG00000205903,ZNF316,protein_coding,1189,1192,976,1394,124,37,75,177
ENSG00000205916,DAZ4,protein_coding,0,0,0,0,0,0,0,0
ENSG00000205922,ONECUT3,protein_coding,1,0,2,2,723,191,164,458
ENSG00000205923,CEMP1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000205927,OLIG2,protein_coding,3,3,3,3,0,0,0,0
ENSG00000205929,C21orf62,protein_coding,2,0,4,3,2,2,0,2
ENSG00000205937,RNPS1,protein_coding,4849,5629,5208,6757,940,360,532,1560
ENSG00000205944,DAZ2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000205978,NYNRIN,protein_coding,5,2,2,3,244,80,106,272
ENSG00000205981,DNAJC19,protein_coding,1952,2194,3131,3616,395,144,241,608
ENSG00000206013,IFITM5,protein_coding,0,2,1,0,0,0,0,1
ENSG00000206026,SMIM21,protein_coding,0,0,0,2,0,0,0,0
ENSG00000206043,C18orf63,protein_coding,2,1,0,1,0,0,0,0
ENSG00000206047,DEFA1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000206052,DOK6,protein_coding,8,15,7,4,1,1,0,0
ENSG00000206053,JPT2,protein_coding,9296,10715,12002,14491,4300,1481,1232,3482
ENSG00000206069,TMEM211,protein_coding,0,0,0,1,0,1,0,0
ENSG00000206072,SERPINB11,protein_coding,0,0,0,0,0,0,0,0
ENSG00000206073,SERPINB4,protein_coding,0,0,0,0,0,1,1,1
ENSG00000206075,SERPINB5,protein_coding,797,959,697,686,583,154,154,462
ENSG00000206077,ZDHHC11B,protein_coding,438,481,388,435,11,5,4,15
ENSG00000206102,KRTAP19-8,protein_coding,0,0,0,0,0,0,0,0
ENSG00000206104,KRTAP20-3,protein_coding,0,0,0,0,0,0,0,0
ENSG00000206105,KRTAP20-4,protein_coding,0,0,0,0,0,0,0,0
ENSG00000206106,KRTAP22-2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000206107,KRTAP27-1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000206113,CFAP99,protein_coding,55,51,44,58,1,0,1,0
ENSG00000206127,GOLGA8O,protein_coding,0,2,0,1,0,0,0,0
ENSG00000206140,TMEM191C,protein_coding,8,7,8,14,4,0,1,2
ENSG00000206150,RNASE13,protein_coding,0,0,0,0,0,0,0,0
ENSG00000206172,HBA1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000206177,HBM,protein_coding,0,0,1,1,0,0,0,0
ENSG00000206181,ELOA2,protein_coding,0,0,0,3,0,0,1,0
ENSG00000206190,ATP10A,protein_coding,454,539,574,681,71,25,65,137
ENSG00000206199,ANKUB1,protein_coding,4,1,2,4,1,2,1,3
ENSG00000206203,TSSK2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000206260,PRR23A,protein_coding,0,0,0,2,0,0,2,1
ENSG00000206262,FOXL2NB,protein_coding,10,6,1,13,3,0,1,5
ENSG00000206384,COL6A6,protein_coding,0,4,3,0,4,4,8,7
ENSG00000206418,RAB12,protein_coding,1356,1503,1150,1230,872,315,295,805
ENSG00000206422,LRRC30,protein_coding,0,0,0,0,0,0,0,0
ENSG00000206432,TMEM200C,protein_coding,5,7,1,4,171,47,51,106
ENSG00000206474,OR10C1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000206503,HLA-A,protein_coding,1253,1242,420,594,1912,702,953,2886
ENSG00000206527,HACD2,protein_coding,14196,15508,4526,5028,2967,998,1282,3600
ENSG00000206530,CFAP44,protein_coding,1386,1799,738,736,589,152,180,461
ENSG00000206531,CD200R1L,protein_coding,3,3,8,1,0,0,0,0
ENSG00000206535,LNP1,protein_coding,169,171,280,272,307,82,129,314
ENSG00000206536,OR5K3,protein_coding,0,0,0,0,0,0,0,0
ENSG00000206538,VGLL3,protein_coding,27,34,1,1,487,148,101,282
ENSG00000206549,RP11-316F12.1,protein_coding,0,2,2,0,0,0,0,0
ENSG00000206557,TRIM71,protein_coding,2,1,2,1,19,3,6,27
ENSG00000206559,ZCWPW2,protein_coding,5,6,13,9,18,4,5,11
ENSG00000206560,ANKRD28,protein_coding,1895,2206,1970,1919,2184,762,773,2195
ENSG00000206561,COLQ,protein_coding,63,81,102,130,3,3,5,12
ENSG00000206562,METTL6,protein_coding,558,609,679,817,152,54,65,175
ENSG00000206579,XKR4,protein_coding,0,1,3,0,3,4,2,6
ENSG00000211445,GPX3,protein_coding,42,50,30,36,40,12,16,29
ENSG00000211448,DIO2,protein_coding,6,6,6,7,5,1,2,8
ENSG00000211450,SELENOH,protein_coding,12,17,9,15,7,0,4,9
ENSG00000211452,DIO1,protein_coding,96,103,183,200,6,1,0,7
ENSG00000211455,STK38L,protein_coding,2531,3013,1938,2083,2311,812,823,2189
ENSG00000211456,SACM1L,protein_coding,3802,4165,4012,4185,1236,428,454,1188
ENSG00000211460,TSN,protein_coding,2055,2693,2817,2952,833,255,366,1001
ENSG00000211584,SLC48A1,protein_coding,555,592,769,1225,348,148,307,782
ENSG00000211592,IGKC,IG_C_gene,0,0,0,0,0,0,0,0
ENSG00000211593,IGKJ5,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211594,IGKJ4,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211595,IGKJ3,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211596,IGKJ2,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211597,IGKJ1,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211598,IGKV4-1,IG_V_gene,0,0,0,0,1,0,0,0
ENSG00000211599,IGKV5-2,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211611,IGKV6-21,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211623,IGKV2D-26,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211625,IGKV3D-20,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211626,IGKV6D-41,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211632,IGKV3D-11,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211633,IGKV1D-42,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211637,IGLV4-69,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211638,IGLV8-61,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211639,IGLV4-60,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211640,IGLV6-57,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211641,IGLV11-55,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211642,IGLV10-54,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211643,IGLV5-52,IG_V_gene,0,0,2,0,1,1,0,0
ENSG00000211644,IGLV1-51,IG_V_gene,1,0,0,1,0,0,2,1
ENSG00000211645,IGLV1-50,IG_V_gene,0,0,2,0,1,0,0,1
ENSG00000211647,IGLV5-48,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211648,IGLV1-47,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211649,IGLV7-46,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211650,IGLV5-45,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211651,IGLV1-44,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211652,IGLV7-43,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211653,IGLV1-40,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211654,IGLV5-37,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211655,IGLV1-36,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211656,IGLV2-33,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211657,IGLV3-32,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211658,IGLV3-27,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211659,IGLV3-25,IG_V_gene,1,0,0,0,0,0,0,0
ENSG00000211660,IGLV2-23,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211661,IGLV3-22,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211662,IGLV3-21,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211663,IGLV3-19,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211664,IGLV2-18,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211665,IGLV3-16,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211666,IGLV2-14,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211667,IGLV3-12,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211668,IGLV2-11,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211669,IGLV3-10,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211670,IGLV3-9,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211672,IGLV4-3,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211673,IGLV3-1,IG_V_gene,0,0,0,1,0,0,0,0
ENSG00000211674,IGLJ1,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211675,IGLC1,IG_C_gene,0,0,0,0,0,0,0,0
ENSG00000211676,IGLJ2,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211677,IGLC2,IG_C_gene,0,0,0,0,0,0,0,0
ENSG00000211678,IGLJ3,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211679,IGLC3,IG_C_gene,0,0,0,0,0,0,0,0
ENSG00000211680,IGLJ4,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211681,IGLJ5,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211682,IGLJ6,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211684,IGLJ7,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211685,IGLC7,IG_C_gene,0,0,0,0,0,0,0,0
ENSG00000211687,TRGJ2,TR_J_gene,1,1,2,3,0,0,0,0
ENSG00000211688,TRGJP2,TR_J_gene,3,12,16,13,0,0,0,0
ENSG00000211689,TRGC1,TR_C_gene,57,93,116,161,0,0,0,0
ENSG00000211690,TRGJ1,TR_J_gene,2,2,1,0,0,0,0,0
ENSG00000211691,TRGJP,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211692,TRGJP1,TR_J_gene,1,0,2,0,0,0,0,0
ENSG00000211693,TRGV11,TR_V_gene,0,0,0,1,0,0,0,0
ENSG00000211694,TRGV10,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211695,TRGV9,TR_V_gene,17,35,55,79,0,1,0,0
ENSG00000211696,TRGV8,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211697,TRGV5,TR_V_gene,1,0,2,0,0,0,0,0
ENSG00000211698,TRGV4,TR_V_gene,8,5,1,2,0,0,0,0
ENSG00000211699,TRGV3,TR_V_gene,2,0,0,2,0,0,0,0
ENSG00000211701,TRGV1,TR_V_gene,1,0,1,0,0,0,0,0
ENSG00000211706,TRBV6-1,TR_V_gene,1,1,0,0,0,0,0,0
ENSG00000211707,TRBV7-1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211710,TRBV4-1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211713,TRBV6-4,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211714,TRBV7-3,TR_V_gene,0,0,0,0,3,1,3,6
ENSG00000211715,TRBV5-3,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211716,TRBV9,TR_V_gene,2,0,0,0,0,0,0,0
ENSG00000211717,TRBV10-1,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211720,TRBV11-1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211721,TRBV6-5,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211724,TRBV6-6,TR_V_gene,5,0,0,0,0,0,0,0
ENSG00000211725,TRBV5-5,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211727,TRBV7-6,TR_V_gene,2,0,0,0,0,0,0,0
ENSG00000211728,TRBV5-6,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211731,TRBV5-7,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211734,TRBV5-1,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211745,TRBV4-2,TR_V_gene,4,0,0,0,0,0,0,0
ENSG00000211746,TRBV19,TR_V_gene,5,0,0,0,0,0,0,0
ENSG00000211747,TRBV20-1,TR_V_gene,6,0,0,0,0,0,0,0
ENSG00000211749,TRBV23-1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211750,TRBV24-1,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211751,TRBC1,TR_C_gene,19,0,0,0,18,9,6,23
ENSG00000211752,TRBV27,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211753,TRBV28,TR_V_gene,15,0,0,0,0,0,0,0
ENSG00000211764,TRBJ2-1,TR_J_gene,0,0,0,0,0,0,1,0
ENSG00000211765,TRBJ2-2,TR_J_gene,2,0,0,0,0,1,0,0
ENSG00000211766,TRBJ2-2P,TR_J_gene,5,0,0,0,0,0,0,1
ENSG00000211767,TRBJ2-3,TR_J_gene,7,0,0,0,2,2,2,1
ENSG00000211768,TRBJ2-4,TR_J_gene,2,0,0,0,0,0,0,2
ENSG00000211769,TRBJ2-5,TR_J_gene,3,0,0,0,0,0,0,0
ENSG00000211770,TRBJ2-6,TR_J_gene,2,0,0,0,1,0,0,0
ENSG00000211771,TRBJ2-7,TR_J_gene,3,0,0,0,0,0,0,0
ENSG00000211772,TRBC2,TR_C_gene,31,0,0,0,223,77,94,296
ENSG00000211776,TRAV2,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211777,TRAV3,TR_V_gene,3,1,10,4,0,0,0,0
ENSG00000211778,TRAV4,TR_V_gene,1,0,2,0,0,0,0,0
ENSG00000211779,TRAV5,TR_V_gene,4,1,0,1,0,0,0,0
ENSG00000211780,TRAV6,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211781,TRAV7,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211782,TRAV8-1,TR_V_gene,1,0,0,1,0,0,0,0
ENSG00000211783,TRAV9-1,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211784,TRAV10,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211785,TRAV12-1,TR_V_gene,4,0,0,0,0,0,0,0
ENSG00000211786,TRAV8-2,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211787,TRAV8-3,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211788,TRAV13-1,TR_V_gene,5,0,0,0,0,0,0,0
ENSG00000211789,TRAV12-2,TR_V_gene,2,0,0,0,0,0,0,0
ENSG00000211790,TRAV8-4,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211791,TRAV13-2,TR_V_gene,2,0,1,0,2,0,0,7
ENSG00000211792,TRAV14DV4,TR_V_gene,2,0,0,0,0,0,0,0
ENSG00000211793,TRAV9-2,TR_V_gene,1,0,0,0,0,0,0,1
ENSG00000211794,TRAV12-3,TR_V_gene,4,0,0,0,0,0,0,0
ENSG00000211795,TRAV8-6,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211796,TRAV16,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211797,TRAV17,TR_V_gene,3,0,0,0,0,0,0,0
ENSG00000211798,TRAV18,TR_V_gene,0,5,1,5,0,0,0,1
ENSG00000211799,TRAV19,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211800,TRAV20,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211801,TRAV21,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211802,TRAV22,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211803,TRAV23DV6,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211804,TRDV1,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211805,TRAV24,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211806,TRAV25,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211807,TRAV26-1,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211808,TRAV8-7,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211809,TRAV27,TR_V_gene,1,0,0,0,0,0,0,0
ENSG00000211810,TRAV29DV5,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211812,TRAV26-2,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211813,TRAV34,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211815,TRAV36DV7,TR_V_gene,4,0,0,0,0,0,0,0
ENSG00000211816,TRAV38-1,TR_V_gene,2,0,0,0,0,0,0,0
ENSG00000211817,TRAV38-2DV8,TR_V_gene,3,0,0,0,0,0,0,0
ENSG00000211818,TRAV39,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211819,TRAV40,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211820,TRAV41,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211821,TRDV2,TR_V_gene,0,0,0,0,0,0,0,0
ENSG00000211825,TRDJ1,TR_J_gene,2,0,0,0,0,0,0,0
ENSG00000211826,TRDJ4,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211827,TRDJ2,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211828,TRDJ3,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211829,TRDC,TR_C_gene,0,0,0,0,0,2,0,1
ENSG00000211831,TRAJ61,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211832,TRAJ59,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211833,TRAJ58,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211834,TRAJ57,TR_J_gene,1,0,0,0,0,0,0,0
ENSG00000211835,TRAJ56,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211836,TRAJ54,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211837,TRAJ53,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211838,TRAJ52,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211839,TRAJ50,TR_J_gene,1,0,0,0,0,0,0,0
ENSG00000211840,TRAJ49,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211841,TRAJ48,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211842,TRAJ47,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211843,TRAJ46,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211844,TRAJ45,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211845,TRAJ44,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211846,TRAJ43,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211847,TRAJ42,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211848,TRAJ41,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211849,TRAJ40,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211850,TRAJ39,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211851,TRAJ38,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211854,TRAJ35,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211855,TRAJ34,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211856,TRAJ33,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211857,TRAJ32,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211858,TRAJ31,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211859,TRAJ30,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211860,TRAJ29,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211861,TRAJ28,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211862,TRAJ27,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211863,TRAJ26,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211864,TRAJ25,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211865,TRAJ24,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211866,TRAJ23,TR_J_gene,1,0,0,0,0,0,0,0
ENSG00000211867,TRAJ22,TR_J_gene,1,0,0,0,0,0,0,0
ENSG00000211868,TRAJ21,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211869,TRAJ20,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211870,TRAJ19,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211871,TRAJ18,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211872,TRAJ17,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211873,TRAJ16,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211875,TRAJ14,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211876,TRAJ13,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211877,TRAJ12,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211878,TRAJ11,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211879,TRAJ10,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211880,TRAJ9,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211882,TRAJ7,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211883,TRAJ6,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211884,TRAJ5,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211885,TRAJ4,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211886,TRAJ3,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211887,TRAJ2,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211888,TRAJ1,TR_J_gene,0,0,0,0,0,0,0,0
ENSG00000211890,IGHA2,IG_C_gene,0,2,0,2,0,0,0,0
ENSG00000211891,IGHE,IG_C_gene,0,0,11,17,0,0,0,0
ENSG00000211892,IGHG4,IG_C_gene,31,46,39,55,0,0,0,0
ENSG00000211893,IGHG2,IG_C_gene,3,5,2,0,0,0,0,0
ENSG00000211895,IGHA1,IG_C_gene,0,0,1,4,0,0,0,0
ENSG00000211896,IGHG1,IG_C_gene,2,2,1,1,1,0,0,0
ENSG00000211897,IGHG3,IG_C_gene,2,1,6,5,0,0,0,0
ENSG00000211898,IGHD,IG_C_gene,1,0,6,5,0,0,0,0
ENSG00000211899,IGHM,IG_C_gene,0,1,0,1,0,0,0,0
ENSG00000211900,IGHJ6,IG_J_gene,0,0,0,1,0,0,0,0
ENSG00000211904,IGHJ2,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211905,IGHJ1,IG_J_gene,0,0,0,0,0,0,0,0
ENSG00000211907,IGHD1-26,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211909,IGHD5-24,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211911,IGHD3-22,IG_D_gene,0,0,0,0,1,0,0,0
ENSG00000211912,IGHD2-21,IG_D_gene,0,0,0,0,0,1,0,0
ENSG00000211914,IGHD6-19,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211915,IGHD5-18,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211917,IGHD3-16,IG_D_gene,0,0,0,0,0,0,0,1
ENSG00000211918,IGHD2-15,IG_D_gene,0,0,0,0,2,0,0,1
ENSG00000211920,IGHD6-13,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211921,IGHD5-12,IG_D_gene,0,0,0,0,0,0,2,0
ENSG00000211923,IGHD3-10,IG_D_gene,0,0,0,0,2,1,0,1
ENSG00000211924,IGHD3-9,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211925,IGHD2-8,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211928,IGHD5-5,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211930,IGHD3-3,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211931,IGHD2-2,IG_D_gene,0,0,0,0,0,0,0,0
ENSG00000211933,IGHV6-1,IG_V_gene,0,0,0,0,0,0,0,0
ENSG00000211934,IGHV1-2,IG_V_gene,0,0,2,0,0,0,0,0
