Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000147010,1081,1178,1317,1566,6996,2164,2277,6775
ENSG00000147027,1210,1391,773,794,218,98,68,169
ENSG00000147036,45,35,13,16,0,0,0,4
ENSG00000147041,49,66,57,44,13,3,3,7
ENSG00000147044,1860,2160,2036,2366,902,281,273,735
ENSG00000147050,9359,11302,6321,6972,1213,401,323,956
ENSG00000147059,3,5,2,12,4,2,5,4
ENSG00000147065,3696,4154,3747,5148,21525,7683,5915,16843
ENSG00000147081,0,0,0,0,0,0,0,0
ENSG00000147082,211,244,145,154,47,15,25,62
ENSG00000147099,1159,1240,985,1268,425,129,151,435
ENSG00000147100,396,443,254,413,1878,607,534,1546
ENSG00000147113,3,10,24,20,0,0,0,1
ENSG00000147117,0,0,0,0,0,0,0,0
ENSG00000147118,734,823,555,532,381,126,136,346
ENSG00000147119,14,15,12,11,71,25,35,76
ENSG00000147121,320,314,415,491,297,119,100,255
ENSG00000147123,1180,1383,1410,2578,768,290,420,887
ENSG00000147124,1293,1556,1348,1425,915,299,277,866
ENSG00000147127,0,1,0,3,0,1,0,1
ENSG00000147130,3142,3216,1303,1492,949,379,348,851
ENSG00000147133,2436,2735,2425,2519,373,122,209,543
ENSG00000147138,1,0,2,0,0,0,0,0
ENSG00000147140,24726,27137,23162,29781,2217,804,1012,3057
ENSG00000147144,606,669,341,473,86,25,29,61
ENSG00000147145,0,0,0,0,2,0,3,8
ENSG00000147155,1811,2283,1666,2259,884,276,278,729
ENSG00000147160,1,6,3,2,1,0,1,0
ENSG00000147162,16591,17889,15824,17326,7078,2220,1706,4718
ENSG00000147164,1343,1647,1266,1598,1258,434,587,1384
ENSG00000147166,47,54,32,39,8,7,6,22
ENSG00000147168,29,37,12,18,1,2,0,2
ENSG00000147174,127,156,154,186,118,31,29,63
ENSG00000147180,462,511,604,536,75,21,18,73
ENSG00000147183,0,0,0,1,0,0,0,0
ENSG00000147202,1576,1620,1613,1659,928,317,246,702
ENSG00000147206,1,8,13,18,0,0,0,0
ENSG00000147223,0,0,0,0,0,0,0,0
ENSG00000147224,3164,3825,4671,5994,2235,730,1049,2804
ENSG00000147231,96,94,153,143,82,29,64,151
ENSG00000147234,154,133,183,265,37,18,13,53
ENSG00000147246,150,168,239,186,0,0,0,0
ENSG00000147251,47,61,67,69,44,15,21,64
ENSG00000147255,27,39,32,33,23,10,9,25
ENSG00000147256,0,0,0,0,0,0,0,0
ENSG00000147257,130,112,131,118,45,15,16,44
ENSG00000147262,0,0,1,3,0,0,0,0
ENSG00000147274,12020,13799,11308,13545,3419,1151,1153,3132
ENSG00000147316,1920,2254,2230,2556,478,166,208,511
ENSG00000147324,1834,2084,1586,1838,584,181,199,480
ENSG00000147364,2114,2462,2247,2475,257,91,106,272
ENSG00000147378,1,0,1,2,0,0,0,0
ENSG00000147381,2865,3363,3501,3792,0,0,0,0
ENSG00000147383,829,1019,882,1265,514,187,208,522
ENSG00000147394,66,60,71,94,1823,697,401,1100
ENSG00000147400,2456,2834,3004,3593,1641,526,553,1537
ENSG00000147403,3472,3979,3587,8238,3092,1128,1297,3005
ENSG00000147408,126,151,137,166,220,66,122,275
ENSG00000147416,2794,3725,3811,4432,2456,862,1005,2475
ENSG00000147419,2720,2786,2533,2924,393,152,197,521
ENSG00000147421,811,934,567,630,288,101,116,305
ENSG00000147432,0,0,0,0,0,0,2,0
ENSG00000147434,0,1,0,1,0,0,0,0
ENSG00000147437,55,52,19,35,83,21,16,51
ENSG00000147439,455,471,349,540,196,63,100,198
ENSG00000147443,0,3,1,1,0,0,2,1
ENSG00000147454,6535,7094,7059,9053,2184,747,658,1738
ENSG00000147457,2244,2547,2102,2761,537,155,281,661
ENSG00000147459,1550,1662,2172,2612,4908,1675,1026,2581
ENSG00000147465,7,9,12,11,3,2,3,12
ENSG00000147471,588,651,777,959,848,345,447,1345
ENSG00000147475,3591,3955,5833,7244,348,117,258,717
ENSG00000147481,1,0,0,0,0,0,0,0
ENSG00000147485,2,2,2,2,0,1,0,0
ENSG00000147488,0,0,0,0,0,0,0,0
ENSG00000147509,0,4,6,2,51,18,20,47
ENSG00000147526,4361,4814,2149,2357,2924,865,1059,2874
ENSG00000147533,565,695,612,547,345,108,123,352
ENSG00000147535,4684,5443,5753,6542,313,129,172,455
ENSG00000147536,435,455,613,623,1073,354,331,812
ENSG00000147548,6839,7653,5775,6131,3141,1048,1170,3291
ENSG00000147570,5,3,14,20,5,0,0,5
ENSG00000147571,0,0,0,0,0,0,0,0
ENSG00000147573,0,1,4,0,2,0,0,2
ENSG00000147576,7,2,1,5,1,3,2,6
ENSG00000147586,104,85,88,137,37,12,21,58
ENSG00000147588,0,0,0,0,12,2,7,12
ENSG00000147592,1207,1396,2100,2346,863,270,420,1047
ENSG00000147596,0,0,0,0,0,0,0,0
ENSG00000147601,1739,1877,2203,2286,1377,458,671,1772
ENSG00000147604,16449,17797,23794,31785,7074,2392,2393,6489
ENSG00000147606,4,0,2,1,10,1,2,9
ENSG00000147613,9,5,3,3,0,0,0,0
ENSG00000147614,2,2,2,3,10,5,2,14
ENSG00000147642,173,177,477,749,79,28,81,193
ENSG00000147647,0,0,1,2,17,4,2,8
ENSG00000147649,14357,16688,16094,17265,16384,5158,5047,14264
ENSG00000147650,1179,1071,759,963,2951,942,802,2198
ENSG00000147654,1564,1830,2255,2486,439,148,209,578
ENSG00000147655,0,1,0,1,15,6,0,10
ENSG00000147669,1921,2206,2313,2984,1558,614,830,2301
ENSG00000147676,5098,5438,8381,9159,332,115,147,435
ENSG00000147677,10657,11847,13734,16699,9983,3339,3262,9399
ENSG00000147679,1003,1173,1317,1476,695,251,312,899
ENSG00000147684,1779,2206,2064,3569,2962,943,1344,3145
ENSG00000147687,2175,2243,3420,3939,1091,374,382,1163
ENSG00000147689,13,19,13,12,94,43,2,10
ENSG00000147697,0,0,5,12,0,1,0,3
ENSG00000147724,0,0,1,1,0,9,2,0
ENSG00000147753,0,0,0,0,0,0,0,0
ENSG00000147761,0,0,0,0,0,0,0,0
ENSG00000147789,1297,1524,1052,1221,962,331,474,1126
ENSG00000147799,462,522,319,440,194,76,75,178
ENSG00000147804,1027,1221,1432,2216,394,172,244,707
ENSG00000147813,342,430,420,737,36,16,29,87
ENSG00000147852,1860,2149,399,530,763,276,44,134
ENSG00000147853,6970,7276,6036,8234,1814,640,573,1664
ENSG00000147854,1645,1781,1812,1882,1005,340,318,929
ENSG00000147862,1808,2078,1023,1081,858,231,261,683
ENSG00000147869,0,0,1,1,0,0,0,0
ENSG00000147872,13,13,10,12,1011,317,230,639
ENSG00000147873,0,0,2,0,0,0,0,0
ENSG00000147874,3623,4254,3625,3519,1502,535,461,1249
ENSG00000147883,142,158,121,161,1150,366,413,1142
ENSG00000147885,0,0,0,0,0,0,0,0
ENSG00000147889,916,1094,1236,1820,2055,781,1035,3078
ENSG00000147894,1244,1298,1455,1744,695,248,279,715
ENSG00000147896,0,0,0,0,2,1,2,2
ENSG00000147905,800,929,948,946,108,42,39,113
ENSG00000147912,178,208,216,376,38,11,38,76
ENSG00000147955,5421,6084,7669,10551,953,375,428,1479
ENSG00000147996,214,268,245,314,36,9,24,44
ENSG00000148019,1487,1723,1893,1939,560,179,222,660
ENSG00000148053,59,86,2,12,223,95,51,135
ENSG00000148057,302,431,486,624,46,11,16,58
ENSG00000148082,54,64,27,39,67,22,29,97
ENSG00000148090,1338,1550,2328,2788,146,44,39,146
ENSG00000148110,3726,4317,4041,4880,1797,628,732,1937
ENSG00000148120,240,363,274,302,602,186,332,970
ENSG00000148123,96,130,206,265,7,3,9,21
ENSG00000148136,0,0,0,0,0,0,0,0
ENSG00000148143,2074,2406,2205,2540,728,246,325,995
ENSG00000148153,1361,1485,1441,1367,540,228,234,659
ENSG00000148154,1112,1256,870,973,1575,578,402,1064
ENSG00000148156,0,0,0,1,1,0,0,1
ENSG00000148158,883,967,815,963,1281,404,470,1234
ENSG00000148175,3,1,3,6,730,238,340,828
ENSG00000148180,499,558,132,263,251,56,99,233
ENSG00000148187,1962,2122,1932,2262,335,117,177,427
ENSG00000148200,107,118,76,121,247,84,86,212
ENSG00000148204,2,12,4,5,0,1,0,2
ENSG00000148215,0,0,0,0,0,0,0,0
ENSG00000148218,1906,2061,1423,1832,199,71,82,335
ENSG00000148219,191,193,325,438,45,19,26,74
ENSG00000148225,396,410,756,759,176,80,91,250
ENSG00000148229,7115,7929,9388,12032,556,165,315,1030
ENSG00000148248,6883,8087,7104,9386,5263,1897,1635,4219
ENSG00000148288,0,0,0,2,0,0,0,0
ENSG00000148290,739,838,959,1617,168,61,96,196
ENSG00000148291,567,784,726,1123,143,48,82,227
ENSG00000148296,2733,3243,3084,4559,100,38,81,170
ENSG00000148297,1588,1788,1750,2191,316,114,152,446
ENSG00000148300,2102,2876,2391,3057,619,149,233,645
ENSG00000148303,36686,43075,49665,76940,6636,2405,2742,7370
ENSG00000148308,2108,2237,1653,2229,922,311,484,1165
ENSG00000148331,786,855,601,840,315,118,186,426
ENSG00000148334,1864,2324,1797,2504,570,210,374,958
ENSG00000148335,422,509,391,557,214,68,130,309
ENSG00000148337,4447,4859,3968,5457,2698,910,1002,2917
ENSG00000148339,974,1208,833,1279,205,56,98,234
ENSG00000148341,6925,7196,3335,5212,232,89,145,401
ENSG00000148343,679,822,595,1189,118,41,90,209
ENSG00000148344,9,8,12,14,1417,563,1150,2707
ENSG00000148346,5,13,22,26,28,12,9,32
ENSG00000148356,1435,1690,1160,1765,158,61,80,194
ENSG00000148357,21,14,9,11,2,1,1,1
ENSG00000148358,4380,4965,4904,5766,2865,963,935,2470
ENSG00000148377,5,5,1,2,1,1,1,2
ENSG00000148384,459,551,400,584,166,69,97,238
ENSG00000148386,5,7,0,0,0,0,0,0
ENSG00000148396,6783,7784,6231,7877,2391,841,649,1637
ENSG00000148399,860,1127,913,1344,142,44,57,199
ENSG00000148400,1419,1720,1293,1623,182,67,112,327
ENSG00000148408,27,38,9,31,0,0,0,0
ENSG00000148411,1561,1876,1466,1541,408,127,196,561
ENSG00000148426,192,180,339,443,388,151,59,154
ENSG00000148429,1046,1194,987,1046,892,262,230,674
ENSG00000148444,648,669,537,604,163,65,62,186
ENSG00000148450,588,692,901,1287,230,89,153,361
ENSG00000148459,304,376,502,538,134,33,68,204
ENSG00000148468,891,1029,836,996,775,291,331,787
ENSG00000148481,2148,2761,2986,3090,808,264,256,730
ENSG00000148482,0,0,2,4,0,0,0,0
ENSG00000148483,6,8,12,7,20,9,6,12
ENSG00000148484,1951,2322,2903,3451,1672,503,684,2159
ENSG00000148488,36,17,3,8,1,0,0,0
ENSG00000148498,333,440,282,344,5277,1764,2150,5908
ENSG00000148513,1,0,0,0,4,1,0,8
ENSG00000148516,13,14,4,19,1761,606,574,1600
ENSG00000148541,45,26,18,22,62,25,25,45
ENSG00000148572,704,762,676,732,800,261,272,745
ENSG00000148584,4,5,6,8,80,23,37,101
ENSG00000148600,8,9,0,7,28,7,12,34
ENSG00000148602,0,0,0,0,0,0,0,0
ENSG00000148604,0,0,0,0,0,0,0,0
ENSG00000148606,2252,2790,2214,2530,1554,534,760,2109
ENSG00000148634,2063,2482,2297,2250,3313,1067,1074,2822
ENSG00000148655,4,4,2,7,20,8,10,31
ENSG00000148660,1833,2003,1320,1689,1873,650,787,1975
ENSG00000148671,0,0,0,0,0,0,0,0
ENSG00000148672,6314,7663,4921,5384,1041,374,365,988
ENSG00000148677,21,37,1,4,88,23,154,418
ENSG00000148680,12,11,26,22,75,24,35,103
ENSG00000148688,916,1091,1270,1633,766,243,366,1012
ENSG00000148690,1159,1120,1625,1954,471,177,183,518
ENSG00000148700,8681,9423,9587,9223,3151,1042,1115,3157
ENSG00000148702,1,2,1,1,0,0,0,0
ENSG00000148704,21,17,13,20,125,50,61,115
ENSG00000148719,1673,2226,2329,2634,627,216,205,586
ENSG00000148730,8782,9464,8110,10294,11569,4348,3454,9789
ENSG00000148734,0,1,0,0,1,0,0,0
ENSG00000148735,25,42,67,64,2,2,5,10
ENSG00000148737,1409,1436,1166,1363,397,146,112,337
ENSG00000148773,10969,12605,10937,11552,6802,2091,2408,7667
ENSG00000148795,2,4,0,1,0,0,0,0
ENSG00000148798,1,0,1,0,1,0,0,0
ENSG00000148803,72,93,86,133,94,41,44,129
ENSG00000148814,477,544,364,478,63,27,25,66
ENSG00000148824,225,206,101,177,39,10,18,40
ENSG00000148826,0,2,1,1,1,1,1,0
ENSG00000148832,8,6,2,9,3,2,2,2
ENSG00000148834,599,772,678,1048,84,45,41,132
ENSG00000148835,1028,1264,1039,1026,827,228,302,787
ENSG00000148840,2351,2661,2339,3475,628,239,351,1050
ENSG00000148841,227,333,212,241,302,86,123,312
ENSG00000148842,591,634,742,914,248,85,76,220
ENSG00000148843,2693,3508,4143,5140,140,54,115,298
ENSG00000148848,172,119,40,77,3544,1293,641,1620
ENSG00000148908,558,612,780,1366,328,132,172,468
ENSG00000148925,2163,2632,2362,2589,416,125,95,313
ENSG00000148926,51,41,11,9,2233,843,41,70
ENSG00000148935,30,73,88,96,16,1,1,13
ENSG00000148942,1,0,2,0,1,0,2,1
ENSG00000148943,1618,1820,1637,1716,608,208,207,665
ENSG00000148948,33,28,19,28,2,0,0,3
ENSG00000148950,317,354,390,472,79,31,32,85
ENSG00000148965,0,0,0,0,0,0,0,0
ENSG00000148985,568,683,854,1203,151,69,107,275
ENSG00000149016,440,466,577,844,93,36,45,131
ENSG00000149021,0,0,0,0,1,0,0,0
ENSG00000149043,1,4,0,0,1,2,0,5
ENSG00000149050,221,229,164,195,61,17,35,76
ENSG00000149054,397,501,458,459,93,37,21,72
ENSG00000149084,1299,1492,1508,1538,705,227,252,679
ENSG00000149089,860,889,789,1074,277,120,149,400
ENSG00000149090,0,0,0,0,0,0,1,3
ENSG00000149091,805,913,744,1144,564,207,260,662
ENSG00000149100,7798,8956,9863,11913,3344,1179,1360,3378
ENSG00000149115,7092,7657,5990,9748,376,133,142,355
ENSG00000149124,1,0,0,0,0,0,0,1
ENSG00000149131,1,5,0,2,6,4,4,6
ENSG00000149133,0,0,0,0,0,0,0,0
ENSG00000149136,14053,16865,15328,18113,4417,1381,1554,4514
ENSG00000149150,607,658,1122,1867,53,20,55,180
ENSG00000149177,2382,2701,1417,1618,2273,772,1042,2713
ENSG00000149179,655,639,557,860,190,74,94,186
ENSG00000149182,1004,1170,1223,1664,310,154,275,608
ENSG00000149187,5904,6792,6359,8371,1978,654,812,2010
ENSG00000149196,781,821,935,1396,0,0,0,1
ENSG00000149201,19,38,48,73,0,0,0,0
ENSG00000149212,11421,12067,9124,9181,365,125,95,300
ENSG00000149218,22030,26622,21751,22551,795,266,545,1315
ENSG00000149231,394,478,368,426,957,351,275,746
ENSG00000149243,261,300,335,564,29,7,13,50
ENSG00000149256,70,56,13,19,1268,454,363,1001
ENSG00000149257,1,1,1,4,3919,1398,1602,4092
ENSG00000149260,725,750,570,741,495,159,191,432
ENSG00000149262,969,972,1111,1221,630,219,293,775
ENSG00000149269,403,386,729,818,549,172,257,675
ENSG00000149273,32537,37008,39362,64199,20804,7185,9052,22484
ENSG00000149289,76,90,244,264,1301,370,315,901
ENSG00000149292,839,1038,1166,1422,73,27,47,97
ENSG00000149294,76,73,40,63,418,133,181,479
ENSG00000149295,2,3,0,1,12,4,7,19
ENSG00000149300,3,3,3,0,0,0,0,2
ENSG00000149305,29,21,3,3,0,0,0,0
ENSG00000149308,922,1110,1000,973,1376,478,471,1254
ENSG00000149311,1617,1869,1972,2015,2152,707,743,1990
ENSG00000149313,1190,1346,1884,1944,731,293,378,1031
ENSG00000149328,1449,1859,1120,1541,431,163,208,455
ENSG00000149346,1168,1553,1689,1795,1173,445,540,1454
ENSG00000149357,2690,3045,2953,4681,1010,378,681,1827
ENSG00000149380,8,23,15,18,68,24,34,120
ENSG00000149403,3,12,1,2,27,9,14,24
ENSG00000149418,8247,9092,7260,10352,200,59,91,246
ENSG00000149428,10708,12667,11010,13723,3914,1344,1720,4627
ENSG00000149435,2,3,1,1,0,0,0,0
ENSG00000149443,0,0,0,0,0,0,0,0
ENSG00000149451,1,1,2,4,46,26,50,108
ENSG00000149452,0,3,4,1,0,0,0,0
ENSG00000149474,1266,1605,1159,1356,712,239,325,1037
ENSG00000149476,1937,2267,2126,3190,200,109,120,324
ENSG00000149480,7126,7948,5709,7229,3233,1023,1535,3857
ENSG00000149483,746,864,914,1319,636,235,467,1223
ENSG00000149485,8930,9815,7301,8352,5916,2265,1942,5510
ENSG00000149488,13,33,23,40,5,2,13,26
ENSG00000149489,87,89,75,102,41,17,21,42
ENSG00000149499,456,535,398,647,212,88,117,301
ENSG00000149503,3978,4399,3082,3701,509,176,233,631
ENSG00000149506,6,6,22,23,7,2,1,3
ENSG00000149507,0,0,0,1,0,0,0,0
ENSG00000149516,0,0,0,0,0,0,0,0
ENSG00000149527,370,408,260,270,18,5,8,10
ENSG00000149531,0,0,0,0,0,0,0,0
ENSG00000149532,6776,7894,5402,7126,2278,776,711,2252
ENSG00000149534,0,1,1,1,0,0,0,1
ENSG00000149541,425,482,561,1330,139,58,106,222
ENSG00000149547,9387,11034,9852,12317,2714,1004,949,2719
ENSG00000149548,552,722,1004,1014,573,204,253,603
ENSG00000149554,1423,1767,1679,1787,925,281,336,1001
ENSG00000149557,52,55,35,72,94,46,59,133
ENSG00000149564,44,58,29,42,63,29,29,71
ENSG00000149571,3,4,1,4,95,32,35,117
ENSG00000149573,1967,2133,1567,1846,440,140,112,303
ENSG00000149575,0,0,0,0,0,0,3,7
ENSG00000149577,1019,1152,1152,1621,157,57,69,174
ENSG00000149582,1270,1559,1138,1828,186,60,102,239
ENSG00000149591,116,173,146,170,12,5,13,19
ENSG00000149596,24,26,3,0,43,20,29,83
ENSG00000149599,35,23,9,16,5,0,3,11
ENSG00000149600,887,992,996,1514,720,249,345,960
ENSG00000149609,29,44,46,67,32,13,27,43
ENSG00000149633,0,1,1,1,234,97,49,122
ENSG00000149634,8,26,22,12,13,2,7,11
ENSG00000149635,0,0,0,0,0,0,0,1
ENSG00000149636,1029,1241,1316,1255,1375,465,511,1393
ENSG00000149639,6294,7007,7322,9613,2353,780,1135,3269
ENSG00000149646,0,3,1,5,6,3,2,4
ENSG00000149651,0,0,0,0,1,1,0,0
ENSG00000149654,1,1,0,0,12,3,0,11
ENSG00000149656,0,0,0,0,0,0,0,0
ENSG00000149657,3187,3652,2721,3321,914,326,352,821
ENSG00000149658,2836,3279,2907,3391,2200,741,1337,3445
ENSG00000149679,1282,1375,651,799,828,280,264,730
ENSG00000149716,919,1024,876,1111,212,63,120,318
ENSG00000149735,5,14,9,21,0,0,0,2
ENSG00000149742,0,1,0,2,0,0,0,0
ENSG00000149743,461,516,311,439,159,64,59,161
ENSG00000149761,299,301,222,333,138,57,84,170
ENSG00000149781,69,92,50,81,53,11,21,40
ENSG00000149782,1005,1160,760,942,810,282,309,732
ENSG00000149792,4292,5442,5426,6418,1733,631,850,2547
ENSG00000149798,0,0,0,1,3,1,2,3
ENSG00000149806,2992,3585,4097,6694,1021,369,585,1653
ENSG00000149809,745,891,1789,3842,157,67,159,343
ENSG00000149823,994,1105,803,1373,350,119,176,464
ENSG00000149922,176,173,59,66,12,10,5,25
ENSG00000149923,1536,1764,1343,2103,732,256,433,916
ENSG00000149925,9918,10189,1795,2564,928,399,288,532
ENSG00000149926,31,36,16,24,2,3,5,15
ENSG00000149927,151,138,165,238,58,22,40,110
ENSG00000149929,4260,4634,3442,4267,111,25,61,123
ENSG00000149930,3942,4405,3314,4439,1619,580,689,1897
ENSG00000149932,1110,1358,1179,1937,81,35,40,86
ENSG00000149948,0,0,0,0,1660,580,438,1231
ENSG00000149968,0,1,0,0,1,0,1,2
ENSG00000149970,515,610,403,382,179,57,77,187
ENSG00000149972,45,41,107,138,0,0,1,2
ENSG00000150045,0,0,7,4,0,0,0,0
ENSG00000150048,42,50,28,25,0,0,0,0
ENSG00000150051,0,0,0,1,37,5,20,57
ENSG00000150054,585,631,657,741,508,152,182,472
ENSG00000150093,31600,36251,21297,22981,77596,25002,19960,54403
ENSG00000150175,0,0,0,0,0,0,0,0
ENSG00000150201,0,0,0,0,0,0,0,0
ENSG00000150244,18,20,4,2,0,0,0,0
ENSG00000150261,0,0,0,0,0,0,0,0
ENSG00000150269,0,0,0,0,0,0,0,0
ENSG00000150275,2,2,8,6,15,3,1,2
ENSG00000150276,0,0,0,0,0,0,0,0
ENSG00000150281,4,0,4,8,38,22,19,59
ENSG00000150316,1586,1692,1958,2432,488,137,200,509
ENSG00000150337,7,15,15,13,0,1,0,0
ENSG00000150347,3857,4821,2638,3024,1993,639,729,2080
ENSG00000150361,980,1214,2483,2578,0,0,0,2
ENSG00000150394,21,21,21,8,95,32,31,88
ENSG00000150401,762,876,587,613,217,67,41,159
ENSG00000150403,2757,3097,4121,5272,1643,556,484,1306
ENSG00000150433,847,1080,1583,1614,269,113,142,369
ENSG00000150455,468,585,703,768,180,91,105,270
ENSG00000150456,273,336,314,515,100,38,48,117
ENSG00000150457,349,409,294,374,356,125,140,400
ENSG00000150459,3870,4599,5516,7377,1227,407,550,1289
ENSG00000150471,0,3,5,7,27,18,17,40
ENSG00000150477,361,354,389,452,239,70,71,184
ENSG00000150510,138,191,86,114,105,29,32,97
ENSG00000150527,1500,1772,2010,2343,864,281,398,927
ENSG00000150540,5,5,4,6,94,27,41,110
ENSG00000150551,0,0,1,0,898,273,264,637
ENSG00000150556,33,18,17,28,2,0,1,9
ENSG00000150593,11832,12997,10703,14227,478,150,150,435
ENSG00000150594,4737,5098,157,271,1,2,1,2
ENSG00000150625,0,0,3,1,15,11,6,22
ENSG00000150627,25,39,71,65,48,16,31,90
ENSG00000150628,33,38,35,30,25,7,1,6
ENSG00000150630,0,1,0,0,770,244,138,465
ENSG00000150636,38,40,57,70,220,62,72,186
ENSG00000150637,1,0,6,3,12,5,4,6
ENSG00000150656,23,34,17,21,0,0,1,1
ENSG00000150667,364,374,235,234,16,2,4,13
ENSG00000150672,1212,1423,491,514,91,36,42,115
ENSG00000150676,629,574,223,311,1,0,0,3
ENSG00000150681,0,0,0,0,0,0,0,0
ENSG00000150687,210,275,440,500,14,2,1,13
ENSG00000150712,2627,3104,2804,3337,1636,605,624,1772
ENSG00000150722,4,7,12,13,41,10,10,24
ENSG00000150732,0,0,0,0,0,0,0,0
ENSG00000150750,2,6,6,6,0,0,0,0
ENSG00000150753,12834,15597,16946,19602,8804,2811,3972,10361
ENSG00000150756,690,848,692,943,221,67,94,266
ENSG00000150760,1909,2057,1937,2108,748,193,247,601
ENSG00000150764,341,341,310,347,249,86,132,429
ENSG00000150768,3697,4185,4034,4385,1333,398,575,1514
ENSG00000150773,147,172,182,176,31,11,14,33
ENSG00000150776,3028,3428,3899,4032,1136,393,473,1235
ENSG00000150779,1156,1398,1539,2505,316,127,174,405
ENSG00000150782,1,4,9,12,601,148,207,614
ENSG00000150783,1,0,0,0,0,0,0,0
ENSG00000150787,993,1140,1324,1615,109,39,54,121
ENSG00000150867,1077,1255,1221,1378,147,34,60,203
ENSG00000150873,6,2,6,5,3,0,0,4
ENSG00000150893,0,0,2,2,54,16,37,103
ENSG00000150907,495,623,543,616,107,45,44,162
ENSG00000150938,270,260,290,383,2415,773,676,1970
ENSG00000150961,2698,2940,2786,3020,1726,605,326,1024
ENSG00000150967,205,266,177,288,59,25,31,82
ENSG00000150977,578,625,335,544,20,3,18,32
ENSG00000150990,929,1191,844,1051,348,91,162,384
ENSG00000150991,6985,8089,6071,9942,78,32,32,101
ENSG00000150995,1222,1456,1048,1057,1373,430,106,289
ENSG00000151005,0,0,1,0,0,0,1,0
ENSG00000151006,258,287,128,136,108,50,24,72
ENSG00000151012,1812,1774,3866,4919,337,69,267,696
ENSG00000151014,174,221,241,265,244,99,79,170
ENSG00000151023,36,45,56,55,8,6,6,9
ENSG00000151025,9514,11999,7803,7410,4,2,4,11
ENSG00000151033,0,0,0,0,0,0,0,0
ENSG00000151062,11,6,4,4,24,4,6,28
ENSG00000151065,1428,1566,1612,1782,240,99,137,398
ENSG00000151067,11,14,2,9,13,8,5,12
ENSG00000151079,2,0,1,2,0,0,1,0
ENSG00000151090,2990,3500,3469,3764,450,120,104,388
ENSG00000151092,1707,1920,1888,2031,2189,722,595,1500
ENSG00000151093,1000,1111,941,1116,449,154,73,232
ENSG00000151116,3097,3382,2778,2977,1425,455,369,998
ENSG00000151117,280,277,139,197,1,1,1,8
ENSG00000151131,616,670,1084,1311,250,86,175,513
ENSG00000151135,2574,2971,2513,2844,1707,609,427,1102
ENSG00000151136,93,95,46,52,885,338,495,1509
ENSG00000151148,1894,2200,2561,3202,1008,414,438,1075
ENSG00000151150,7666,8467,12080,13568,1056,318,546,1553
ENSG00000151151,465,501,460,471,2276,776,268,767
ENSG00000151164,57,67,62,56,22,10,12,28
ENSG00000151176,6864,6953,6219,8806,1912,627,598,2068
ENSG00000151208,6389,7351,4883,5626,811,306,458,1103
ENSG00000151224,47,48,83,152,0,0,0,0
ENSG00000151229,87,115,83,133,589,177,163,401
ENSG00000151233,1410,1573,1748,1736,1074,361,358,985
ENSG00000151239,5573,5974,4466,4920,3188,976,710,1962
ENSG00000151240,797,1024,619,709,110,39,31,91
ENSG00000151247,4830,6297,5842,7283,867,271,294,834
ENSG00000151276,3532,3961,2156,2493,130,24,45,134
ENSG00000151287,366,452,358,466,18,4,10,23
ENSG00000151292,2028,2519,2120,2407,1525,470,499,1415
ENSG00000151303,25,9,3,5,2,1,1,3
